date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:01:14	1436/1436	---MCZ	200	added ('OK')	application/xml	date:Tue,%2002%20Apr%202024%2017:01:15%20GMT	https://boycottsadaf.com/osd.xml	C:/My%20Web%20Sites/clone/boycottsadaf.com/osd.xml	(from https://boycottsadaf.com/)
10:01:14	1609/1609	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2003:05:40%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/cropped-logo-512x512-1.png?w=32	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/cropped-logo-512x512-176ca.png	(from https://boycottsadaf.com/)
10:01:15	23316/23316	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2003:05:40%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/cropped-logo-512x512-1.png?w=192	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/cropped-logo-512x512-19939.png	(from https://boycottsadaf.com/)
10:01:15	21092/21092	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2003:05:40%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/cropped-logo-512x512-1.png?w=180	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/cropped-logo-512x512-1ad83.png	(from https://boycottsadaf.com/)
10:01:15	29739/29739	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2003:20:35%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/cropped-v2-01.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/cropped-v2-01.png	(from https://boycottsadaf.com/)
10:01:16	128096/128096	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202024%2017:01:16%20GMT	https://boycottsadaf.com/why-boycott-sadaf/	C:/My%20Web%20Sites/clone/boycottsadaf.com/why-boycott-sadaf/index.html	(from https://boycottsadaf.com/)
10:01:16	67918/67918	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202024%2017:01:17%20GMT	https://boycottsadaf.com/contact/	C:/My%20Web%20Sites/clone/boycottsadaf.com/contact/index.html	(from https://boycottsadaf.com/)
10:01:16	233158/233158	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Dec%202022%2003:37:53%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/signal-2022-12-17-154011_003-1.jpeg	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/signal-2022-12-17-154011_003-1.jpg	(from https://boycottsadaf.com/)
10:01:17	65497/65497	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202024%2017:01:17%20GMT	https://boycottsadaf.com/our-appeal-to-you/	C:/My%20Web%20Sites/clone/boycottsadaf.com/our-appeal-to-you/index.html	(from https://boycottsadaf.com/)
10:01:17	63613/63613	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202024%2017:01:17%20GMT	https://boycottsadaf.com/aboutus/	C:/My%20Web%20Sites/clone/boycottsadaf.com/aboutus/index.html	(from https://boycottsadaf.com/)
10:01:19	13123912/13123912	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Dec%202022%2022:44:25%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/2-1.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/2-1.png	(from https://boycottsadaf.com/)
10:01:46	4564186/4564186	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Dec%202022%2022:57:26%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/10.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/10.png	(from https://boycottsadaf.com/)
10:01:47	11628982/11628982	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Dec%202022%2022:46:09%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/8.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/8.png	(from https://boycottsadaf.com/)
10:01:48	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Apr%202024%2017:01:47%20GMT	http://0.gravatar.com/js/hovercards/hovercards.min.js?ver=2024144d47d929f88574eb4a47e5b1778b683b87e7f6078bb6a33f34c1178752e83406	C:/My%20Web%20Sites/clone/0.gravatar.com/js/hovercards/hovercards.min.10b021.delayed	(from https://boycottsadaf.com/)
10:01:49	75069/75069	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202024%2017:01:48%20GMT	https://boycottsadaf.com/2022/04/03/mizrahi-agenda/	C:/My%20Web%20Sites/clone/boycottsadaf.com/2022/04/03/mizrahi-agenda/index.html	(from https://boycottsadaf.com/)
10:01:49	4346048/4346048	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Dec%202022%2022:51:03%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/4-1.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/4-1.png	(from https://boycottsadaf.com/)
10:01:49	6270824/6270824	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Dec%202022%2022:48:19%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/6.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/6.png	(from https://boycottsadaf.com/)
10:01:49	13065/13065	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660a8ddd-3309%22	https://0.gravatar.com/js/hovercards/hovercards.min.js?ver=2024144d47d929f88574eb4a47e5b1778b683b87e7f6078bb6a33f34c1178752e83406	C:/My%20Web%20Sites/clone/0.gravatar.com/js/hovercards/hovercards.minb021.js	(from https://boycottsadaf.com/)
10:01:49	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684461247410.0435	https://s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	C:/My%20Web%20Sites/clone/s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://boycottsadaf.com/)
10:01:50	3094/3094	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2003:05:40%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/cropped-logo-512x512-1.png?w=50	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/cropped-logo-512x512-1ae05.png	(from https://boycottsadaf.com/)
10:01:50	15504/15504	---MCZ	200	added ('OK')	text/css	etag:W/18324-1705283922307.065	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20240115	C:/My%20Web%20Sites/clone/s0.wp.com/wp-content/mu-plugins/actionbar/actionbarf84d.css	(from https://boycottsadaf.com/)
10:01:50	8426/8426	---MCZ	200	added ('OK')	application/javascript	etag:W/15307-1700657605827.351	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20231122	C:/My%20Web%20Sites/clone/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar4dc1.js	(from https://boycottsadaf.com/)
10:01:50	508/508	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2002%20Apr%202024%2017:01:51%20GMT	https://boycottsadaf.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://boycottsadaf.com/)
10:01:51	12788/12788	---MCZ	200	added ('OK')	application/javascript	etag:W/12827-1705538370153.7114	http://stats.wp.com/w.js?67	C:/My%20Web%20Sites/clone/stats.wp.com/w735b.js	(from https://boycottsadaf.com/)
10:01:51	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2002%20Apr%202024%2017:01:51%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/clone/pixel.wp.com/b0b80.gif	(from https://boycottsadaf.com/)
10:01:52	346/346	---MCZ	200	added ('OK')	text/plain	date:Tue,%2002%20Apr%202024%2017:01:52%20GMT	https://s1.wp.com/robots.txt		(from https://boycottsadaf.com/)
10:01:53	2584365/2584365	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:47:35%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/screenshots-4.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/screenshots-4.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:01:53	577871/577871	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2011:32:30%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/screenshots-2.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/screenshots-2.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:01:53	547305/547305	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:28:32%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/8-1.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/8-1.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:01:54	403799/403799	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:29:24%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/34.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/342dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:01:55	332258/332258	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:29:24%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/35.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/352dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:01:56	376831/376831	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:29:25%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/36.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/362dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:01:56	211573/211573	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:29:23%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/37.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/372dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:01:57	220492/220492	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:29:24%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/38.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/382dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:01:58	321996/321996	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:29:24%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/39.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/392dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:01:59	381056/381056	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2003:05:53%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/screenshots-1-1.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/screenshots-1-12dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:00	341915/341915	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:20:16%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/15.png?w=750	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/150353.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:00	149823/149823	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:20:20%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/16.png?w=750	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/160353.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:01	218503/218503	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:20:25%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/17.png?w=750	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/170353.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:02	166805/166805	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:20:28%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/18.png?w=750	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/180353.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:03	557803/557803	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:31:59%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/27.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/272dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:03	476951/476951	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:17:17%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/9-2.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/9-2.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:04	410265/410265	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:17:20%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/10-1.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/10-1.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:04	636469/636469	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:32:34%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/15-1.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/15-1.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:04	381961/381961	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:32:37%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/16-1.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/16-1.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:04	410266/410266	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:32:40%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/12-1.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/12-1.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:05	342231/342231	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:32:43%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/13-1.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/13-1.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:05	662777/662777	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Dec%202022%2002:32:47%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/14.png	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/14.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:06	323488/323488	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:21:24%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/23.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/232dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:07	218707/218707	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:21:28%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/24.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/242dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:08	449872/449872	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:21:33%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/19.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/192dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:09	215207/215207	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:19:09%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/12.png?w=750	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/120353.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:09	142652/142652	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:19:12%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/13.png?w=750	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/130353.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:10	329858/329858	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2011:15:47%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/screenshots-1.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/screenshots-12dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:11	265597/265597	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2009:20:44%20GMT	https://boycottsadaf.com/wp-content/uploads/2022/12/21.png?w=1024	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/uploads/2022/12/212dff.png	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:11	460/460	---M--	200	added ('OK')	application/javascript	etag:%22660469c2-1cc%22	https://s0.wp.com/wp-content/plugins/gutenberg-core/v18.0.0/build/dom-ready/index.min.js?m=1711565231i&ver=222ad38e3e5e302c8bbf	C:/My%20Web%20Sites/clone/s0.wp.com/wp-content/plugins/gutenberg-core/v18.0.0/build/dom-ready/index.min84e2.js	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:11	1003/1003	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660469c0-3eb%22	https://s0.wp.com/wp-content/plugins/gutenberg-core/v18.0.0/build/escape-html/index.min.js?m=1711565231i&ver=fbad781820bda8333f76	C:/My%20Web%20Sites/clone/s0.wp.com/wp-content/plugins/gutenberg-core/v18.0.0/build/escape-html/index.minc4bf.js	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:11	4262/4262	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660469c1-10a6%22	https://s0.wp.com/wp-content/plugins/gutenberg-core/v18.0.0/build/hooks/index.min.js?m=1711565231i&ver=3aee234ea7807d8d70bc	C:/My%20Web%20Sites/clone/s0.wp.com/wp-content/plugins/gutenberg-core/v18.0.0/build/hooks/index.min782a.js	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:12	8829/8829	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660469c0-227d%22	https://s0.wp.com/wp-content/plugins/gutenberg-core/v18.0.0/build/i18n/index.min.js?m=1711565231i&ver=5baa98e4345eccc97e24	C:/My%20Web%20Sites/clone/s0.wp.com/wp-content/plugins/gutenberg-core/v18.0.0/build/i18n/index.min9625.js	(from https://boycottsadaf.com/why-boycott-sadaf/)
10:02:12	21118/21118	---MCZ	200	added ('OK')	text/css	etag:W/21131-1710183666852.227	https://s1.wp.com/wp-content/mu-plugins/jetpack-plugin/moon/jetpack_vendor/automattic/jetpack-forms/dist/contact-form/css/grunion.css?m=1710183650i&cssminify=yes	C:/My%20Web%20Sites/clone/s1.wp.com/wp-content/mu-plugins/jetpack-plugin/moon/jetpack_vendor/automattic/jetpack-forms/dist/contact-form/css/gruniond24b.css	(from https://boycottsadaf.com/contact/)
10:02:13	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Apr%202024%2017:02:14%20GMT	http://0.gravatar.com/js/hovercards/hovercards.min.js?ver=202413972dc1153ba1a0ecc4b0ab4d4ad33775d6ace2779a421666b6a24c2cafc59b8a	C:/My%20Web%20Sites/clone/0.gravatar.com/js/hovercards/hovercards.min.3cba0e.delayed	(from https://boycottsadaf.com/our-appeal-to-you/)
10:02:13	5659/5659	---MCZ	200	added ('OK')	application/javascript	etag:W/%226554fa54-161b%22	https://boycottsadaf.com/wp-content/js/bilmur.min.js?i=11&m=202414	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/js/bilmur.min56b5.js	(from https://boycottsadaf.com/contact/)
10:02:13	23083/23083	---MCZ	200	added ('OK')	application/javascript	etag:W/%226466d6e4-5a2b%22	https://s1.wp.com/_static/??/wp-content/mu-plugins/comment-likes/js/comment-likes.js,/wp-content/themes/pub/varia/js/primary-navigation.js?m=1637585230j	C:/My%20Web%20Sites/clone/s1.wp.com/_static/index7a2a.html	(from https://boycottsadaf.com/aboutus/)
10:02:13	13070/13070	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f845bd-330e%22	https://0.gravatar.com/js/hovercards/hovercards.min.js?ver=202413972dc1153ba1a0ecc4b0ab4d4ad33775d6ace2779a421666b6a24c2cafc59b8a	C:/My%20Web%20Sites/clone/0.gravatar.com/js/hovercards/hovercards.minba0e.js	(from https://boycottsadaf.com/our-appeal-to-you/)
10:02:14	5659/5659	---MCZ	200	added ('OK')	application/javascript	etag:W/%226554fa54-161b%22	https://boycottsadaf.com/wp-content/js/bilmur.min.js?i=11&m=202413	C:/My%20Web%20Sites/clone/boycottsadaf.com/wp-content/js/bilmur.min870d.js	(from https://boycottsadaf.com/our-appeal-to-you/)
10:02:14	26549/26549	---MCZ	200	added ('OK')	text/css	etag:W/26603-1709200712040.4119	https://s0.wp.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/moon/vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments.css?m=1709200696i&cssminify=yes	C:/My%20Web%20Sites/clone/s0.wp.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/moon/vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments40a3.css	(from https://boycottsadaf.com/2022/04/03/mizrahi-agenda/)
10:02:14	985/985	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22f7b85481e1b9591eebbf652bf6597b98%22	https://boycottsadaf.com/2022/04/03/mizrahi-agenda/feed/	C:/My%20Web%20Sites/clone/boycottsadaf.com/2022/04/03/mizrahi-agenda/feed/index.html	(from https://boycottsadaf.com/2022/04/03/mizrahi-agenda/)
10:02:14	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2002%20Apr%202024%2017:02:15%20GMT	https://boycottsadaf.com/xmlrpc.php	C:/My%20Web%20Sites/clone/boycottsadaf.com/xmlrpc.php	(from https://boycottsadaf.com/2022/04/03/mizrahi-agenda/)
10:02:15	61219/61219	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202024%2017:02:16%20GMT	https://boycottsadaf.com/category/uncategorized/	C:/My%20Web%20Sites/clone/boycottsadaf.com/category/uncategorized/index.html	(from https://boycottsadaf.com/2022/04/03/mizrahi-agenda/)
10:02:15	61048/61048	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202024%2017:02:16%20GMT	https://boycottsadaf.com/author/uspcn/	C:/My%20Web%20Sites/clone/boycottsadaf.com/author/uspcn/index.html	(from https://boycottsadaf.com/2022/04/03/mizrahi-agenda/)
10:02:15	78949/78949	---M--	200	added ('OK')	image/gif	etag:%2261b11a58-13465%22	https://s0.wp.com/i/loading/dark-200.gif	C:/My%20Web%20Sites/clone/s0.wp.com/i/loading/dark-200.gif	(from https://s0.wp.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/moon/vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments.css?m=1709200696i&cssminify=yes)
10:02:16	621/621	---MCZ	200	added ('OK')	application/javascript	etag:W/1310-1684465076707.075	https://s1.wp.com/wp-content/themes/pub/varia/js/primary-navigation.js?m=1622842444i	C:/My%20Web%20Sites/clone/s1.wp.com/wp-content/themes/pub/varia/js/primary-navigationa815.js	(from https://boycottsadaf.com/author/uspcn/)
